manuscript_item,metric,context,displayed_value,full_precision_value,source_file,source_section,uncertainty_source,reproduction_script,reproduction_level,tolerance,draws,sampling_unit,strata,percentile
Figure 4,E_WITHIN,D,graphical/supplemental value; full precision supplied,1.0508880675499715e-06,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell D,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,E_PAIR,D,graphical/supplemental value; full precision supplied,0.000436249096795217,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell D,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,E_SHARED,D,graphical/supplemental value; full precision supplied,0.00043519820872766566,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell D,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,F_WITHIN,D,graphical/supplemental value; full precision supplied,0.002408917463142111,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell D,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,K,D,graphical/supplemental value; full precision supplied,0.0011238644677594096,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell D,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,N0_ABS,D,graphical/supplemental value; full precision supplied,0.005945446618861908,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell D,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,BETA_POS,D,1.068,1.0681216021980329,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell D,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,E_WITHIN,E,1.40e-7,1.402862866229818e-07,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell E,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,E_PAIR,E,graphical/supplemental value; full precision supplied,9.718286198778359e-05,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell E,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,E_SHARED,E,graphical/supplemental value; full precision supplied,9.704257570116072e-05,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell E,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,F_WITHIN,E,graphical/supplemental value; full precision supplied,0.0014435290724471206,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell E,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,K,E,graphical/supplemental value; full precision supplied,0.0002258366618430631,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell E,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,N0_ABS,E,graphical/supplemental value; full precision supplied,0.002268019441790579,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell E,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,BETA_POS,E,1.035,1.0350833417741478,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell E,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,E_WITHIN,D-A,graphical/supplemental value; full precision supplied,-2.5464586909224168e-05,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell D-A,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,K,D-A,graphical/supplemental value; full precision supplied,8.115684475599669e-05,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell D-A,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,E_WITHIN,E-C,"-6.733e-6 [-7.568e-6, -5.946e-6]",-6.733017617174667e-06,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell E-C,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Figure 4,K,E-C,"1.291e-4 [1.148e-4, 1.453e-4]",0.00012905544357369377,frozen/figure4_factorial/E_SEED_RESULTS.csv;frozen/figure4_factorial/BOOTSTRAP_REPLICATES.npz,S22 common-four-cell E-C,S22 common-four-cell bootstrap,scripts/reproduce_figure4.py,2 point estimates from seed summaries; 3 intervals from saved statistics,1e-10,2000,12 paired seed lineages plus stratified paired bases; independently resampled natural episodes for K,8 equally weighted magnitude-panel strata; natural K episodes unstratified,"numpy.quantile([0.025,0.975], method=linear)"
Table 1,E_WITHIN_COMP,Z D-A,"-0.74 [-2.09, 0.48] x 1e-6",-7.36185754060277e-07,frozen/table1_transfer/predictions_Z.npz;frozen/table1_transfer/BOOTSTRAP_REPLICATES.npz,S23 panel Z D-A,S23 transfer bootstrap,scripts/reproduce_table1.py,2 from cached per-example predictions; 3 from saved replicate statistics,1e-10,2000,12 paired seed lineages and paired bases,"6 demonstration-position strata within each panel, empirical position-count weights; panels separate","numpy.quantile([0.025,0.975], method=linear)"
Table 1,E_WITHIN_COMP,Z C-A,"-15.57 [-17.70, -13.58] x 1e-6",-1.5570422039304083e-05,frozen/table1_transfer/predictions_Z.npz;frozen/table1_transfer/BOOTSTRAP_REPLICATES.npz,S23 panel Z C-A,S23 transfer bootstrap,scripts/reproduce_table1.py,2 from cached per-example predictions; 3 from saved replicate statistics,1e-10,2000,12 paired seed lineages and paired bases,"6 demonstration-position strata within each panel, empirical position-count weights; panels separate","numpy.quantile([0.025,0.975], method=linear)"
Table 1,E_WITHIN_COMP,P D-A,"-0.57 [-1.98, 0.65] x 1e-6",-5.672834754784761e-07,frozen/table1_transfer/predictions_P.npz;frozen/table1_transfer/BOOTSTRAP_REPLICATES.npz,S23 panel P D-A,S23 transfer bootstrap,scripts/reproduce_table1.py,2 from cached per-example predictions; 3 from saved replicate statistics,1e-10,2000,12 paired seed lineages and paired bases,"6 demonstration-position strata within each panel, empirical position-count weights; panels separate","numpy.quantile([0.025,0.975], method=linear)"
Table 1,E_WITHIN_COMP,P C-A,"-16.29 [-18.60, -14.08] x 1e-6",-1.6290843208366535e-05,frozen/table1_transfer/predictions_P.npz;frozen/table1_transfer/BOOTSTRAP_REPLICATES.npz,S23 panel P C-A,S23 transfer bootstrap,scripts/reproduce_table1.py,2 from cached per-example predictions; 3 from saved replicate statistics,1e-10,2000,12 paired seed lineages and paired bases,"6 demonstration-position strata within each panel, empirical position-count weights; panels separate","numpy.quantile([0.025,0.975], method=linear)"
Table 2,R_APPROX,n=10,"0.0394 [0.0373, 0.0416]",0.03942338039700633,frozen/table2_external/predictions_n10.npz,R_APPROX; n=10,S24 saved bootstrap_indices_n10.npz,scripts/reproduce_table2.py,3,1e-10,2000,paired base episode,selected demonstration position,linear 2.5/97.5
Table 2,E_PAIR,n=10,Supplement: full precision in artifact,0.039395488527366136,frozen/table2_external/predictions_n10.npz,E_PAIR; n=10,S24 saved bootstrap_indices_n10.npz,scripts/reproduce_table2.py,3,1e-10,2000,paired base episode,selected demonstration position,linear 2.5/97.5
Table 2,E_SHARED,n=10,Supplement: full precision in artifact,0.03794512358097015,frozen/table2_external/predictions_n10.npz,E_SHARED; n=10,S24 saved bootstrap_indices_n10.npz,scripts/reproduce_table2.py,3,1e-10,2000,paired base episode,selected demonstration position,linear 2.5/97.5
Table 2,E_WITHIN,n=10,Supplement: full precision in artifact,0.0014503649463960073,frozen/table2_external/predictions_n10.npz,E_WITHIN; n=10,S24 saved bootstrap_indices_n10.npz,scripts/reproduce_table2.py,3,1e-10,2000,paired base episode,selected demonstration position,linear 2.5/97.5
Table 2,F_WITHIN,n=10,"3.68% [3.38%, 4.02%]",0.036815508592779836,frozen/table2_external/predictions_n10.npz,F_WITHIN; n=10,S24 saved bootstrap_indices_n10.npz,scripts/reproduce_table2.py,3,1e-10,2000,paired base episode,selected demonstration position,linear 2.5/97.5
Table 2,ABS_DELTA,n=10,Supplement: full precision in artifact,0.05464698555806535,frozen/table2_external/predictions_n10.npz,ABS_DELTA; n=10,S24 saved bootstrap_indices_n10.npz,scripts/reproduce_table2.py,3,1e-10,2000,paired base episode,selected demonstration position,linear 2.5/97.5
Table 2,RMS_DELTA,n=10,"0.0762 [0.0735, 0.0790]",0.07616731441756384,frozen/table2_external/predictions_n10.npz,RMS_DELTA; n=10,S24 saved bootstrap_indices_n10.npz,scripts/reproduce_table2.py,3,1e-10,2000,paired base episode,selected demonstration position,linear 2.5/97.5
Table 2,task_MSE,n=10,9.79,9.786291542342559,frozen/table2_external/predictions_n10.npz,task_MSE,none;point estimate,scripts/reproduce_table2.py,2,1e-10,0,base episode,none,none
Table 2,minimum_norm_task_MSE,n=10,9.74,9.742655999543267,frozen/table2_external/predictions_n10.npz,minimum_norm_task_MSE,none;point estimate,scripts/reproduce_table2.py,2,1e-10,0,base episode,none,none
Table 2,mean_posterior_variance,n=10,10.03,10.025268503905156,frozen/table2_external/predictions_n10.npz,mean_posterior_variance,none;point estimate,scripts/reproduce_table2.py,2,1e-10,0,base episode,none,none
Table 2,R_APPROX,n=15,"0.0533 [0.0480, 0.0611]",0.05326006501788736,frozen/table2_external/predictions_n15.npz,R_APPROX; n=15,S24 saved bootstrap_indices_n15.npz,scripts/reproduce_table2.py,3,1e-10,2000,paired base episode,selected demonstration position,linear 2.5/97.5
Table 2,E_PAIR,n=15,Supplement: full precision in artifact,0.0537914484967306,frozen/table2_external/predictions_n15.npz,E_PAIR; n=15,S24 saved bootstrap_indices_n15.npz,scripts/reproduce_table2.py,3,1e-10,2000,paired base episode,selected demonstration position,linear 2.5/97.5
Table 2,E_SHARED,n=15,Supplement: full precision in artifact,0.05228973918020635,frozen/table2_external/predictions_n15.npz,E_SHARED; n=15,S24 saved bootstrap_indices_n15.npz,scripts/reproduce_table2.py,3,1e-10,2000,paired base episode,selected demonstration position,linear 2.5/97.5
Table 2,E_WITHIN,n=15,Supplement: full precision in artifact,0.0015017093165242152,frozen/table2_external/predictions_n15.npz,E_WITHIN; n=15,S24 saved bootstrap_indices_n15.npz,scripts/reproduce_table2.py,3,1e-10,2000,paired base episode,selected demonstration position,linear 2.5/97.5
Table 2,F_WITHIN,n=15,"2.79% [2.38%, 3.20%]",0.02791725001819737,frozen/table2_external/predictions_n15.npz,F_WITHIN; n=15,S24 saved bootstrap_indices_n15.npz,scripts/reproduce_table2.py,3,1e-10,2000,paired base episode,selected demonstration position,linear 2.5/97.5
Table 2,ABS_DELTA,n=15,Supplement: full precision in artifact,0.05599248689804881,frozen/table2_external/predictions_n15.npz,ABS_DELTA; n=15,S24 saved bootstrap_indices_n15.npz,scripts/reproduce_table2.py,3,1e-10,2000,paired base episode,selected demonstration position,linear 2.5/97.5
Table 2,RMS_DELTA,n=15,"0.0775 [0.0746, 0.0811]",0.07750378872091906,frozen/table2_external/predictions_n15.npz,RMS_DELTA; n=15,S24 saved bootstrap_indices_n15.npz,scripts/reproduce_table2.py,3,1e-10,2000,paired base episode,selected demonstration position,linear 2.5/97.5
Table 2,task_MSE,n=15,5.08,5.080262159954815,frozen/table2_external/predictions_n15.npz,task_MSE,none;point estimate,scripts/reproduce_table2.py,2,1e-10,0,base episode,none,none
Table 2,minimum_norm_task_MSE,n=15,5.02,5.02249603978752,frozen/table2_external/predictions_n15.npz,minimum_norm_task_MSE,none;point estimate,scripts/reproduce_table2.py,2,1e-10,0,base episode,none,none
Table 2,mean_posterior_variance,n=15,5.01,5.012609382830302,frozen/table2_external/predictions_n15.npz,mean_posterior_variance,none;point estimate,scripts/reproduce_table2.py,2,1e-10,0,base episode,none,none
